IP,NETNAME,ORGANIZATION,COUNTRY,DNS RESOLVE
157.55.236.0-157.55.236.255 (157.55.236.190),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.191),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.192),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.193),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.194),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.195),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.196),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.197),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.198),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.199),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.200),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.201),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.202),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.203),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.204),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.205),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.206),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.207),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.208),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.209),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.210),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.211),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.212),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.213),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.214),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.215),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.216),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.217),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.218),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.219),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.220),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.221),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.222),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.223),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.224),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.225),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.226),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.227),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.228),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.229),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.230),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.231),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.232),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.233),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.234),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.235),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.236),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.237),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.238),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.239),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.240),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.241),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.242),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.243),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.244),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.245),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.246),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.247),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.248),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.249),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.250),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.251),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.252),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.253),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.236.0-157.55.236.255 (157.55.236.254),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.240.220,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.77.138,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.77.139,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.91.77,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.96.54,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.96.58,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.106.184,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.106.185,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.106.189,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.113.217,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.121.89,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.56.124.87,MSFT-GFS,Microsoft Corporation (MSFT),US,db3wns2011111.wns.windows.com
168.63.100.61,MICROSOFT,Microsoft Corp (MSFT-Z),US,
168.63.108.233,MICROSOFT,Microsoft Corp (MSFT-Z),US,
191.232.80.58,AS8075,Microsoft Informatica Ltda,BR,
191.232.80.60,AS8075,Microsoft Informatica Ltda,BR,
191.232.80.62,AS8075,Microsoft Informatica Ltda,BR,
191.232.139.2,AS8075,Microsoft Informatica Ltda,BR,msnbot-191-232-139-2.search.msn.com
191.232.139.182,AS8075,Microsoft Informatica Ltda,BR,
191.232.139.253,AS8075,Microsoft Informatica Ltda,BR,
191.232.139.254,AS8075,Microsoft Informatica Ltda,BR,eu.vortex.data.microsoft.com
191.234.72.183,AS8075,Microsoft Informatica Ltda,BR,
191.237.208.126,AS8075,Microsoft Informatica Ltda,BR,
195.138.255.0-195.138.255.255 (195.138.255.1),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.2),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.3),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.4),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.5),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.6),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.7),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.8),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.9),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.10),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.11),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.12),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.13),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.14),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.15),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.16),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.17),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.18),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.19),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.20),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.21),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.22),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.23),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.24),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.25),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.26),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.27),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.28),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.29),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.30),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.31),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.32),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.33),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.34),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.35),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.36),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.37),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.38),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.39),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.40),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.41),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.42),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.43),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.44),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.45),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.46),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.47),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.48),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.49),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.50),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.51),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.52),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.53),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.54),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.55),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.56),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.57),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.58),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.59),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.60),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.61),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.62),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.63),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.64),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.65),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.66),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.67),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.68),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.69),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.70),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.71),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.72),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.73),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.74),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.75),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.76),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.77),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.78),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.79),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.80),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.81),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.82),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.83),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.84),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.85),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.86),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.87),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.88),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.89),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.90),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.91),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.92),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.93),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.94),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.95),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.96),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.97),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.98),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.99),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.100),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.101),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.102),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.103),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.104),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.105),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.106),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.107),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.108),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.109),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.110),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.111),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.112),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.113),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.114),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.115),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.116),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.117),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.118),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.119),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.120),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.121),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.122),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.123),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.124),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.125),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.126),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.127),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.128),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.129),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.130),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.131),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.132),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.133),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.134),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.135),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.136),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.137),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.138),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.139),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.140),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.141),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.142),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.143),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.144),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.145),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.146),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.147),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.148),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.149),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.150),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.151),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.152),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.153),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.154),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.155),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.156),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.157),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.158),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.159),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.160),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.161),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.162),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.163),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.164),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.165),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.166),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.167),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.168),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.169),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.170),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.171),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.172),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.173),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.174),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.175),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.176),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.177),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.178),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.179),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.180),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.181),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.182),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.183),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.184),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.185),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.186),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.187),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.188),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.189),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.190),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.191),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.192),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.193),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.194),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.195),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.196),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.197),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.198),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.199),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.200),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.201),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.202),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.203),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.204),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.205),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.206),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.207),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.208),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.209),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.210),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.211),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.212),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.213),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.214),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.215),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.216),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.217),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.218),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.219),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.220),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.221),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.222),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.223),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.224),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.225),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.226),AKAMAI,AKAMAI,DE,
195.138.255.0-195.138.255.255 (195.138.255.227),AKAMAI,AKAMAI,DE,
